OccNo,OccYear,OccDate,OccClassID,OccurrenceType,OccSubType,AccIncType,AccIncSubType,Region,NearLocDescription,NearLocDistance,Latitude,Longitude,AreaType,PollutionIND,DGCargoReleaseIND,TotalFatalities,SeriousInjuries,NbVesselsInvolved,PrimaryVesselName,PrimaryVesselFlag,PrimaryVesselType,PrimaryVesselSubType,PrimaryVesselGrossTonnage,PrimaryVesselYearBuilt,PrimaryVesselYearRebuilt,PrimaryVesselActivityType,PrimaryVesselActivitySubType,PrimaryVesselLossIND,PRODUCTION_DT
M04M0107,2004,2004-08-30,5,INCIDENT,INCIDENT,RISK OF SINKING,N/A,ATLANTIC REGION,HALIFAX HARBOUR,,44.65305,-63.57666,HARBOUR AREA,NO,NO,0,0,1,HARBOUR HOPPER II,CANADA,PASSENGER,AMPHIBIOUS,10,,,CARRIAGE OF PEOPLE,EXCURSION,NO,2018-08-15T10:01:40
M04N0087,2004,2004-08-30,5,INCIDENT,INCIDENT,RISK OF SINKING,N/A,ATLANTIC REGION,30 NM SW OF ILE SAINT-PIERRE (FRANCE),,46.49,-56.91666,AT SEA (GENERAL),YES,NO,0,0,1,PARTNERS III,CANADA,FISHING,UNKNOWN,52.88,1974,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04L0108,2004,2004-08-31,5,INCIDENT,INCIDENT,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),CENTRAL REGION,"SAGUENAY RIVER, BUOYS S-7 AND S-8, QUE.",,48.12333,-69.73333,RIVER,NO,NO,0,0,2,FAMILLE DUFOUR II,CANADA,PASSENGER,PASSENGER ONLY,465,1994,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M04L0116,2004,2004-08-31,5,INCIDENT,INCIDENT,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),CENTRAL REGION,"ESCOUMINS PILOT BOARDING STATION, QC",,48.30833,-69.39166,NOT KNOWN,NO,NO,0,0,2,MARTHA A,LIBERIA,CARGO - LIQUID,CHEMICAL TANKER,7955,1986,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04W0184,2004,2004-08-31,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),PACIFIC REGION,"ROBERTS BANK, B.C.",,49.01472,-123.1427,HARBOUR AREA,NO,NO,0,0,2,SEASPAN DISCOVERY,CANADA,TUG,N/A,435.37,1984,,SERVICE,"TOWING, ASSISTING",NO,2018-08-15T10:01:40
M04L0109,2004,2004-09-01,5,INCIDENT,INCIDENT,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),CENTRAL REGION,"POINTE � LA CITROUILLE, QC",,46.445,-72.26666,RIVER,NO,NO,0,0,2,AMALIENBORG,DENMARK,CARGO - LIQUID,CHEMICAL TANKER,11290,1998,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04M0096,2004,2004-09-01,5,ACCIDENT,ACCIDENT ABOARD SHIP,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,ATLANTIC REGION,EAST COAST OF NEW BRUNSWICK,,47,-63,AT SEA (GENERAL),NO,NO,0,1,1,RENALD DANA,CANADA,FISHING,UNKNOWN,14.71,1984,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04N0084,2004,2004-09-01,5,ACCIDENT,ACCIDENT ABOARD SHIP,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,ATLANTIC REGION,"51 NM SE OF CAPE RACE, NL",,46.195,-52.03333,AT SEA (GENERAL),NO,NO,0,1,1,KOMETIK,CANADA,TANKER - OTHER,N/A,76216,1997,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04C0046,2004,2004-09-02,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),CENTRAL REGION,"CHRISTIAN ISL. DOCK, ONT",,44.81666,-80.16666,HARBOUR AREA,NO,NO,0,0,1,SANDY GRAHAM,CANADA,FERRY,PASSENGER,212,1957,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M04L0122,2004,2004-09-02,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"LONGUE POINTE DE MINGAN, ST.LAWRENCE RIVER, QC",,50.21666,-64.13333,AT SEA (GENERAL),NO,NO,0,0,1,LE PERROQUET,CANADA,PASSENGER,PASSENGER - CARGO,5,2001,,CARRIAGE OF PEOPLE,TENDERING,NO,2018-08-15T10:01:40
M04W0186,2004,2004-09-02,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"RICE MILLS, FRASER RIVER, B.C.",,49.12235,-123.0747,RIVER,NO,NO,0,0,1,WESTVIEW CHINOOK,CANADA,TUG,N/A,52.5,1981,,SERVICE,"TOWING, ASSISTING",NO,2018-08-15T10:01:40
M04W0187,2004,2004-09-02,5,INCIDENT,INCIDENT,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),PACIFIC REGION,"GENN ISLANDS, B.C.",,54.1,-130.2833,CHANNEL / STRAIT / SOUND,NO,NO,0,0,2,QUEEN OF THE NORTH,CANADA,FERRY,PASSENGER/VEHICLE,8889.46,1969,1980,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M04W0188,2004,2004-09-03,5,INCIDENT,INCIDENT,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),PACIFIC REGION,"VANCOUVER, B.C.",,49.29833,-123.1105,HARBOUR AREA,NO,NO,0,0,2,SEASPAN 930,CANADA,BARGE - UNSPECIFIED,N/A,3145.54,1971,,SERVICE,"TOWING, ASSISTING",NO,2018-08-15T10:01:40
M04W0189,2004,2004-09-03,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"DISCOVERY PASSAGE, CAMPBELL RIVER, BC",,50.06666,-125.25,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,SILVER MATE,CANADA,FISHING,UNKNOWN,12.48,1967,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04W0190,2004,2004-09-03,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"BELLA BELLA, GERMAN POINT, BC",,52.06666,-128.1166,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,LESLIE LISA,CANADA,FISHING,UNKNOWN,8.78,1971,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04L0110,2004,2004-09-04,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"BAIE SAINTE-CATHERINE, FL. SAINT-LAURENT,QC",,48.11583,-69.72055,RIVER,NO,NO,0,0,1,TADOUSSAC III,CANADA,PASSENGER,PASSENGER - CARGO,9,1996,,CARRIAGE OF PEOPLE,EXCURSION - WHALE WATCHING,NO,2018-08-15T10:01:40
M04L0111,2004,2004-09-04,5,INCIDENT,INCIDENT,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),CENTRAL REGION,"ST.LAWRENCE RIVER, QU�BEC",,46.38333,-72.445,RIVER,NO,NO,0,0,2,ALGOPORT,CANADA,CARGO - SOLID,BULK CARRIER,20222.9,1979,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04C0045,2004,2004-09-05,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"BETWEEN LOCK 1 & 2 WELLAND CANAL, ONT.",,43.20138,-79.20713,CANAL,NO,NO,0,0,1,ZINNIA SUWALSKI,LIBERIA,CARGO - LIQUID,COMBINATION CARRIER (OBO),,,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04L0112,2004,2004-09-05,5,INCIDENT,INCIDENT,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),CENTRAL REGION,"S-140 - STE-ANNE DE SOREL,FLEUVE SAINT-LAURENT, QC",,46.06223,-73.06173,RIVER,NO,NO,0,0,2,FERBEC,CANADA,CARGO - SOLID,BULK CARRIER,33792.31,1966,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04L0113,2004,2004-09-05,5,INCIDENT,INCIDENT,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,CENTRAL REGION,"S-154 - ILE-AUX-FOINS,FLEUVE SAINT-LAURENT",,46.04138,-73.165,RIVER,NO,NO,0,0,1,PETROLIA DESGAGNES,CANADA,CARGO - LIQUID,CHEMICAL TANKER,5793,1975,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04L0114,2004,2004-09-07,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"D-32, COURBE DE CAP A LA ROCHE, QC",,46.56611,-72.11444,RIVER,NO,NO,0,0,1,HR MARIA,NETHERLANDS,CARGO - SOLID,BULK CARRIER,11900,1998,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04L0115,2004,2004-09-07,5,INCIDENT,INCIDENT,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),CENTRAL REGION,PORT OF QU�BEC,,46.79166,-71.20833,HARBOUR AREA,NO,NO,0,0,2,ALGOVILLE,CANADA,CARGO - SOLID,BULK CARRIER,18845.14,1967,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04M0097,2004,2004-09-07,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),ATLANTIC REGION,"THRUMCAP SHOAL, HALIFAX HARBOUR, NS.",,44.5775,-63.49666,HARBOUR AREA,NO,NO,0,0,1,VANESSA & VICTORIA,CANADA,FISHING,UNKNOWN,28.9,2003,,UNKNOWN,N/A,NO,2018-08-15T10:01:40
M04C0050,2004,2004-09-08,5,ACCIDENT,ACCIDENT ABOARD SHIP,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,CENTRAL REGION,"TORONTO OUTER HARBOUR, ONT",,43.61388,-79.35194,HARBOUR AREA,NO,NO,0,0,1,EMPIRE SANDY,CANADA,PASSENGER,PASSENGER - CARGO,434,1943,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M04M0098,2004,2004-09-08,5,ACCIDENT,SHIPPING ACCIDENT,CAPSIZES,N/A,ATLANTIC REGION,"1.5 NM OFF LOGAN POINT, PICTOU, NS.",,45.74666,-62.64805,BAY,YES,NO,0,0,1,ALICIA DAWN 94,CANADA,FISHING,UNKNOWN,11,1994,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04W0196,2004,2004-09-08,5,ACCIDENT,ACCIDENT ABOARD SHIP,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,PACIFIC REGION,"HENSLUNG COVE, LANGARA ISLAND, B.C.",,54.25777,-133.0002,BAY,NO,NO,1,0,1,CHRISTINA B.,CANADA,FISHING,TROLLER,14.21,1964,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04W0192,2004,2004-09-09,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),PACIFIC REGION,"DENMAN ISLAND, B.C.",,49.5,-124.7833,HARBOUR AREA,NO,NO,0,0,1,QUINITSA,CANADA,FERRY,PASSENGER/VEHICLE,1107,1977,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M04W0193,2004,2004-09-09,5,ACCIDENT,SHIPPING ACCIDENT,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",PACIFIC REGION,"BLUBBER BAY, TEXADA ISLAND, B.C.",,49.8,-124.6,HARBOUR AREA,NO,NO,0,0,1,NORTH ISLAND PRINCESS,CANADA,FERRY,PASSENGER/VEHICLE,841.15,1958,1971,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M04M0109,2004,2004-09-10,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,LOUISBOURG HARBOUR,,45.91666,-59.96666,HARBOUR AREA,NO,NO,0,0,1,LADY BARBARA II,CANADA,FISHING,UNKNOWN,13.91,1998,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04C0044,2004,2004-09-11,3,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),CENTRAL REGION,"LT. D33 NEAR AMHERSTBURG, ONT.",,42.03888,-83.135,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,BARGE A397,UNITED STATES - US,BARGE - CARGO SOLID,BARGE - GENERAL CARGO,2928,1962,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04H0006,2004,2004-09-11,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),PACIFIC REGION,"MILE 5693, MACKENZIE RIVER, NWT",,65.29638,-127.0608,RIVER,NO,NO,0,0,1,DUMIT,CANADA,SERVICE SHIP,BUOY TENDER/RE-SUPPLY,568.58,1979,,SERVICE,WATERWAY MANAGEMENT (INCL BUOYS),NO,2018-08-15T10:01:40
M04W0194,2004,2004-09-11,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),PACIFIC REGION,"PACIFIC COAST BULK TERMINAL, PORT MOODY, B.C.",,49.29166,-122.8666,HARBOUR AREA,NO,NO,0,0,1,HEBEI COURAGE,CHINA,CARGO - SOLID,BULK CARRIER,42009,1985,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04C0047,2004,2004-09-13,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),CENTRAL REGION,"MISSION PIERS, THUNDER BAY, ON.",,48.35138,-89.20666,HARBOUR AREA,NO,NO,0,0,1,THUNDER CAPE,CANADA,SERVICE SHIP,LIFEBOAT/SEARCH AND RESCUE,33.79,,,SERVICE,SAR,NO,2018-08-15T10:01:40
M04N0085,2004,2004-09-13,5,INCIDENT,INCIDENT,RISK OF SINKING,N/A,ATLANTIC REGION,NE COAST OF NEWFOUNDLAND,,51.43638,-53.69055,AT SEA (GENERAL),NO,NO,0,0,1,LADY THERESA II,CANADA,FISHING,UNKNOWN,99.88,1979,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04W0195,2004,2004-09-13,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),PACIFIC REGION,"TSAWWASSEN FERRY TERMINAL, B.C.",,49.00222,-123.1272,HARBOUR AREA,NO,NO,0,0,1,QUEEN OF SAANICH,CANADA,FERRY,PASSENGER/VEHICLE,9301.65,1963,1982,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M04M0099,2004,2004-09-14,5,INCIDENT,INCIDENT,RISK OF SINKING,N/A,ATLANTIC REGION,"28 NM EAST OF SAINT JOHN, NB.",,45.27916,-65.39777,BAY,NO,NO,0,0,1,L.C.J. II,CANADA,FISHING,UNKNOWN,35.15,1989,,UNKNOWN,N/A,NO,2018-08-15T10:01:40
M04M0101,2004,2004-09-14,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),ATLANTIC REGION,"FLORENCE BEACH, CAPE BRETON, NS.",,46.76666,-60.23333,HARBOUR AREA,NO,NO,0,0,1,DERICK L.,CANADA,FISHING,UNKNOWN,12.82,1980,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04M0100,2004,2004-09-15,5,INCIDENT,INCIDENT,RISK OF SINKING,N/A,ATLANTIC REGION,"DUNCANS COVE, CHEBUCTO HEAD, N.S.",,44.5,-63.46666,HARBOUR AREA,NO,NO,0,0,1,BLUE SHARK CHARTERS,CANADA,FISHING,UNKNOWN,,,,CARRIAGE OF PEOPLE,SPORTS FISHING,NO,2018-08-15T10:01:40
M04W0197,2004,2004-09-15,5,ACCIDENT,SHIPPING ACCIDENT,FIRE,N/A,PACIFIC REGION,"COMOX, B.C.",,49.83055,-124.8947,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,VOLENDAM,NETHERLANDS,PASSENGER,PASSENGER - CARGO,61214,1988,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M04C0048,2004,2004-09-16,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"NEAR BUOY 33, ST.MARYS RIVER, ONT",,46.29166,-84.11666,RIVER,NO,NO,0,0,1,FRONTENAC,CANADA,CARGO - SOLID,BULK CARRIER,17808.49,1968,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04N0090,2004,2004-09-17,5,ACCIDENT,SHIPPING ACCIDENT,SANK,FLOODING,ATLANTIC REGION,"0.5 NM OFF HARBOUR LE COU, NL.",,47.60805,-58.66666,HARBOUR AREA,YES,NO,0,0,1,MORNING MIST,CANADA,FISHING,UNKNOWN,7.65,1963,,NOT ENGAGED IN COMMERCIAL ACTIVITY,N/A,YES,2018-08-15T10:01:40
M04N0101,2004,2004-09-17,5,ACCIDENT,SHIPPING ACCIDENT,SANK,FLOODING,ATLANTIC REGION,"HARBOUR LACOU, NFLD",,47.60805,-58.66666,AT SEA (GENERAL),NO,NO,0,0,1,UNKNOWN,CANADA,FISHING,UNKNOWN,,,,UNKNOWN,N/A,NO,2018-08-15T10:01:40
M04M0102,2004,2004-09-19,5,ACCIDENT,SHIPPING ACCIDENT,SANK,FOUNDERS (TAKING ON WATER ABOVE THE WATERLINE),ATLANTIC REGION,OFF LUNENBURG NOVA SCOTIA,,44.33333,-64.25,AT SEA (GENERAL),NO,NO,1,0,1,UNKNOWN,CANADA,FISHING,UNKNOWN,,,,FISHING,FISHING,YES,2018-08-15T10:01:40
M04N0086,2004,2004-09-19,2,ACCIDENT,SHIPPING ACCIDENT,CAPSIZES,N/A,ATLANTIC REGION,"OFF CAPE BONAVISTA, NL",,48.70555,-52.97305,AT SEA (GENERAL),YES,NO,2,0,1,RYAN'S COMMANDER,CANADA,FISHING,UNKNOWN,149.41,2004,,FISHING,FISHING,YES,2018-08-15T10:01:40
M04W0198,2004,2004-09-20,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),PACIFIC REGION,"VICTORIA, B.C.",,48.42784,-123.3721,HARBOUR AREA,NO,NO,0,0,1,G.N. GIBSON,CANADA,BARGE - OTHER,BARGE - WORK/CONSTRUCTION/SALVAGE/ACCOMODATION,263.83,1957,,SERVICE,"TOWING, ASSISTING",NO,2018-08-15T10:01:40
M04C0072,2004,2004-09-21,5,INCIDENT,INCIDENT,INTENTIONAL BEACHING/GROUNDING/ANCHORING TO AVOID OCCURRENCE,N/A,CENTRAL REGION,CANAL DE LA RIVE SUD,,45.45361,-73.50166,CANAL,NO,NO,0,0,1,MICHIGANBORG,NETHERLANDS,CARGO - SOLID,GENERAL CARGO,6540,1999,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04H0011,2004,2004-09-22,5,ACCIDENT,SHIPPING ACCIDENT,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,CENTRAL REGION,PAYNE BAY - NEW QUEBEC,,60.00833,-69.625,BAY,NO,NO,0,0,2,PIERRE RADISSON,CANADA,SERVICE SHIP,ICEBREAKER,5910.42,1978,,GOVERNMENT-GENERAL,N/A,NO,2018-08-15T10:01:40
M04L0117,2004,2004-09-22,5,INCIDENT,INCIDENT,RISK OF SINKING,N/A,CENTRAL REGION,"ILES DE LA MADELEINE, QC",,47.18666,-61.88194,AT SEA (GENERAL),NO,NO,0,0,1,MARTINE-ANDRE,CANADA,FISHING,UNKNOWN,11,1969,,UNKNOWN,N/A,NO,2018-08-15T10:01:40
M04L0118,2004,2004-09-22,5,ACCIDENT,ACCIDENT ABOARD SHIP,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,CENTRAL REGION,"TROIS RIVI�RES, QUEBEC",,46.3444,-72.52687,RIVER,NO,NO,0,1,1,ANNA DESGAGNES,CANADA,CARGO - SOLID,GENERAL CARGO,15893,1986,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04W0199,2004,2004-09-22,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"VANCOUVER, B.C.",,49.29592,-123.0218,HARBOUR AREA,NO,NO,0,0,1,ISLAND DEFENDER,CANADA,TUG,N/A,119.78,1977,,SERVICE,"TOWING, ASSISTING",NO,2018-08-15T10:01:40
M04W0204,2004,2004-09-22,5,ACCIDENT,SHIPPING ACCIDENT,EXPLOSION,N/A,PACIFIC REGION,"WEST HOWE SOUND, B.C.",,49.43016,-123.4664,HARBOUR AREA,NO,NO,0,0,1,QUEEN OF SURREY,CANADA,FERRY,PASSENGER/VEHICLE,6968.91,1981,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M04H0008,2004,2004-09-23,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),PACIFIC REGION,"PROVIDENCE RAPIDS, MACKENZIE RIVER,NWT",,61.36591,-117.6938,RIVER,YES,NO,0,0,2,BARGE 1016,CANADA,BARGE - LIQUID CARGO,BARGE - COMBINATION OIL/CARGO/RO-RO,1005,1996,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04L0119,2004,2004-09-23,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,5NM EAST OF CAP-AUX-MEULES,,47.35027,-61.745,AT SEA (GENERAL),NO,NO,0,0,1,OLIVIER DES MERS,CANADA,FISHING,UNKNOWN,15,2003,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04M0104,2004,2004-09-23,5,INCIDENT,INCIDENT,RISK OF SINKING,N/A,ATLANTIC REGION,"19 NM NNW OF PRIM POINT, DIGBY, NS",,44.99555,-65.92055,BAY,NO,NO,0,0,1,SEA JADE II,CANADA,FISHING,UNKNOWN,26.58,1980,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04M0105,2004,2004-09-23,5,ACCIDENT,ACCIDENT ABOARD SHIP,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,ATLANTIC REGION,"53 NM WSW OF CAPE FOURCHU, NS",,43.36833,-67.19805,AT SEA (GENERAL),NO,NO,0,1,1,PROVIDENCE I,CANADA,FISHING,UNKNOWN,13.56,1986,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04C0052,2004,2004-09-24,5,ACCIDENT,ACCIDENT ABOARD SHIP,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,CENTRAL REGION,LAKE HURON,,44.31666,-82.535,LAKE,NO,NO,0,1,1,ALGOSOO,CANADA,CARGO - SOLID,BULK CARRIER,21715.95,1974,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04L0121,2004,2004-09-24,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),CENTRAL REGION,GROSSE �LE AU MARTEAU,,50.21,-63.55027,AT SEA (GENERAL),NO,NO,0,0,1,CORTEREAL,CANADA,FISHING,UNKNOWN,20.04,1984,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04M0103,2004,2004-09-24,5,ACCIDENT,ACCIDENT ABOARD SHIP,PERSON SERIOUSLY INJURED OR KILLED,"BOARDING, BEING ON BOARD, FALLING OVERBOARD FROM THE SHIP",ATLANTIC REGION,"14 NM WNW OF SEAL ISLAND, NS",,43.46305,-66.34,AT SEA (GENERAL),NO,NO,1,0,1,SEALIFE II,CANADA,FISHING,UNKNOWN,287.18,1970,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04W0200,2004,2004-09-24,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),PACIFIC REGION,"JOHNSTONE STRAIT, BC",,50.11638,-125.3466,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,SNOW FLAKE,CANADA,FISHING,GILLNETTER,6,1949,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04L0120,2004,2004-09-25,5,INCIDENT,INCIDENT,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),CENTRAL REGION,HYDRO LINES OF ILE D'ORLEANS,,46.84333,-71.055,RIVER,NO,NO,0,0,2,AIVIK,CANADA,CARGO - SOLID,BULK CARRIER,7362,1980,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04M0111,2004,2004-09-26,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"HALIFAX - DARTMOUTH FERRY TRACK, HALIFAX HARBOUR",,44.6575,-63.57,HARBOUR AREA,NO,NO,0,0,1,OGAC I,CANADA,RESEARCH/SURVEY- OTHER,N/A,35.63,1986,,CARRIAGE OF PEOPLE,EXCURSION,NO,2018-08-15T10:01:40
M04W0202,2004,2004-09-26,5,INCIDENT,INCIDENT,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),PACIFIC REGION,"SOUTH OF TURN POINT, B.C.",,48.61666,-123.2166,CHANNEL / STRAIT / SOUND,NO,NO,0,0,4,STAR ELFIN,PANAMA,CARGO - SOLID,BULK CARRIER,17542,1997,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
